"","error1","error2"
"128",-0.973562608068073,-0.768571863954142
"129",-0.682690637092847,-0.447713793082218
"130",-0.612345782072333,-0.552336403620245
"131",-0.275577022218158,-0.178577012344156
"132",0.131868193905016,-0.0038659471616711
"133",0.345621142664942,0.189517035269262
"134",0.330825481380322,0.215536946307094
"135",0.330614811339211,0.0663727843928088
"136",0.267705974627559,0.156526201957671
"137",0.274974315275962,0.218902298531914
"138",0.264425807684824,0.211213312071693
"139",0.295857066022421,0.352291913064841
"140",0.0858426450454433,0.200269598901823
"141",-1.20337012546915,-0.854692385783875
"142",0.0594311219615209,-0.199123169075163
"143",-0.0364914776986565,-0.316624927898951
"144",-0.06719376006681,-0.25308010527676
"145",-0.685416316224204,-0.515140397447677
"146",-0.537890581732422,-0.289025727956179
"147",-0.403088862792836,-0.158646095164572
"148",-0.359446634233015,0.0226754834226526
"149",-0.0885639193129064,-0.0413814291022252
"150",-0.199999485109156,0.144440878122225
"151",-0.477644639586286,-0.59198406264846
"152",-0.421345996007586,-0.789674902922611
"153",0.109408255512034,-0.315994817677186
"154",0.23794073601647,-0.182569134450547
"155",0.484454929900087,-0.106320871939525
"156",0.581678117131726,0.0710262097788554
"157",0.553818072143399,0.222400905197965
"158",-0.246378480397484,-0.356719170193089
"159",0.176486215460373,-0.0401887128428582
"160",0.047963475230274,-0.233137661969381
"161",0.100835457064341,-0.224578206586397
"162",0.164640453994895,-0.0606456184240969
"163",0.0600707918678314,0.30637265552784
"164",-0.0126896133208607,0.276970407619691
"165",-0.0825754763914972,-0.134038446000631
"166",0.162959500033019,0.00557837118082372
"167",-0.642712706254767,-0.492505560978985
"168",-0.708038551663622,-0.548258665061645
"169",-0.793223012686126,-0.545087239756131
"170",-0.852424594783945,-0.738711438148086
"171",-0.644131580670963,-0.534217347488947
"172",-0.438044647861069,-0.43345204518976
"173",-0.0522801289984685,-0.210565872686709
"174",0.0217508995163076,-0.10401737443493
"175",0.0382943850867417,0.0370594309942689
"176",-0.190882216870488,0.136684065109893
"177",-0.165401363313842,-0.217096190643982
"178",0.368840586728417,0.0654029397798839
"179",0.53991856006059,0.370250869550116
"180",0.649292752614,0.4082251662085
"181",0.665836235391938,0.488015280356066
"182",0.483155771923775,0.515701633519283
"183",0.134922928453467,0.0734043616480271
"184",0.00749304600067813,0.471939206551318
"185",-0.106607838655491,0.337508780680259
"186",0.039112203353973,0.225976205130274
"187",0.0472390833473377,0.169935636907984
"188",0.0488860505892061,0.19434000100136
"189",0.124978290192814,0.495714143386125
"190",0.376028474598399,0.142853660064413
"191",0.156548415078015,0.169070294357565
"192",0.0721358404950783,0.191055282628749
"193",0.0849460124626162,0.242241757603168
"194",0.0649233954943877,0.19094179028784
"195",-0.282335002819256,-0.057582254610888
"196",-0.485508812385533,-0.332114997100685
"197",-0.306716374308155,-0.262541273523025
"198",-0.136682018474896,0.0646768359557086
"199",0.217037095792408,0.311753765450816
"200",0.125659807938676,-0.00973722587092496
"201",0.189445749432721,0.256703296431517
"202",0.23960968038374,0.330604909212956
"203",0.254755189384852,0.355326430903581
"204",-0.68218678242749,-0.402679567003305
"205",-0.469881310424837,-0.252208832402252
"206",0.508217684115938,0.34370990269128
"207",0.0239115950035291,0.0818079520236363
"208",0.0366787297910838,0.124870488728781
"209",0.351963203620313,0.339700211120027
"210",0.136492054251503,0.178070210241778
"211",0.0155924666066571,-0.178793151269479
"212",0.0863175087683707,-0.0676954365547697
"213",0.0728585320670412,-0.0882538410867522
"214",0.136466563009789,0.144989904757018
"215",0.157394494211136,0.205408523339706
"216",0.165286271042014,0.240252223642969
"217",-0.0690590740370158,-0.0187486386522622
"218",0.929185829434404,0.618894958947486
"219",0.953128174987166,0.583181833165875
"220",0.587984473906898,0.0476220735832182
"221",0.533998504150551,0.110212322795106
"222",0.27968032019626,0.245316245863487
"223",0.219516206755355,0.223564584320139
